id,file,species,recordist,split
171039,Chloris_chloris/XC171039.mp3,Chloris chloris,Stein Ø. Nilsen,train
172681,Chloris_chloris/XC172681.mp3,Chloris chloris,david m,train
185873,Chloris_chloris/XC185873.mp3,Chloris chloris,david m,train
188940,Chloris_chloris/XC188940.mp3,Chloris chloris,Jarek Matusiak,train
196994,Chloris_chloris/XC196994.mp3,Chloris chloris,Patrik Åberg,test
202315,Chloris_chloris/XC202315.mp3,Chloris chloris,Jarek Matusiak,train
202316,Chloris_chloris/XC202316.mp3,Chloris chloris,Jarek Matusiak,train
202317,Chloris_chloris/XC202317.mp3,Chloris chloris,Jarek Matusiak,train
204522,Chloris_chloris/XC204522.mp3,Chloris chloris,Krzysztof Deoniziak,train
214062,Chloris_chloris/XC214062.mp3,Chloris chloris,Ilkka Heiskanen,val
247467,Chloris_chloris/XC247467.mp3,Chloris chloris,Mikael Litsgård,train
263901,Chloris_chloris/XC263901.mp3,Chloris chloris,Terje Kolaas,train
281764,Chloris_chloris/XC281764.mp3,Chloris chloris,Peter Boesman,train
281766,Chloris_chloris/XC281766.mp3,Chloris chloris,Peter Boesman,train
305073,Chloris_chloris/XC305073.mp3,Chloris chloris,Timo Schnabel,train
305077,Chloris_chloris/XC305077.mp3,Chloris chloris,Timo Schnabel,train
310589,Chloris_chloris/XC310589.mp3,Chloris chloris,Patrik Åberg,train
312832,Chloris_chloris/XC312832.mp3,Chloris chloris,Mikael Litsgård,train
328419,Chloris_chloris/XC328419.mp3,Chloris chloris,Joost van Bruggen,val
381181,Chloris_chloris/XC381181.mp3,Chloris chloris,Olivier SWIFT,val
383652,Chloris_chloris/XC383652.mp3,Chloris chloris,Terje Kolaas,train
448250,Chloris_chloris/XC448250.mp3,Chloris chloris,Patrik Åberg,train
448251,Chloris_chloris/XC448251.mp3,Chloris chloris,Patrik Åberg,train
480383,Chloris_chloris/XC480383.mp3,Chloris chloris,Lukas Thiess,test
492256,Chloris_chloris/XC492256.mp3,Chloris chloris,guus van duin,train
493882,Chloris_chloris/XC493882.mp3,Chloris chloris,Gianluca Congi,train
501210,Chloris_chloris/XC501210.mp3,Chloris chloris,Twan Mols,train
532022,Chloris_chloris/XC532022.mp3,Chloris chloris,Lars Edenius,train
534274,Chloris_chloris/XC534274.mp3,Chloris chloris,Marco Dragonetti,train
538386,Chloris_chloris/XC538386.mp3,Chloris chloris,Lars Edenius,val
548811,Chloris_chloris/XC548811.mp3,Chloris chloris,william,train
592657,Chloris_chloris/XC592657.mp3,Chloris chloris,Jarek Matusiak,train
592658,Chloris_chloris/XC592658.mp3,Chloris chloris,Jarek Matusiak,val
592670,Chloris_chloris/XC592670.mp3,Chloris chloris,Jarek Matusiak,test
592678,Chloris_chloris/XC592678.mp3,Chloris chloris,Jarek Matusiak,train
594683,Chloris_chloris/XC594683.mp3,Chloris chloris,Peter Boesman,train
601908,Chloris_chloris/XC601908.mp3,Chloris chloris,Simon Elliott,val
601912,Chloris_chloris/XC601912.mp3,Chloris chloris,Simon Elliott,train
613596,Chloris_chloris/XC613596.mp3,Chloris chloris,Uku Paal,train
619924,Chloris_chloris/XC619924.mp3,Chloris chloris,Lars Edenius,train
619925,Chloris_chloris/XC619925.mp3,Chloris chloris,Lars Edenius,train
630794,Chloris_chloris/XC630794.mp3,Chloris chloris,Lars Edenius,test
631861,Chloris_chloris/XC631861.mp3,Chloris chloris,Rick Sharloch,val
637117,Chloris_chloris/XC637117.mp3,Chloris chloris,Lars Edenius,val
640094,Chloris_chloris/XC640094.mp3,Chloris chloris,Stanislas Wroza,train
648953,Chloris_chloris/XC648953.mp3,Chloris chloris,Jarek Matusiak,train
657068,Chloris_chloris/XC657068.mp3,Chloris chloris,Lars Edenius,train
699872,Chloris_chloris/XC699872.mp3,Chloris chloris,Lars Edenius,train
703785,Chloris_chloris/XC703785.mp3,Chloris chloris,Lars Edenius,train
704312,Chloris_chloris/XC704312.mp3,Chloris chloris,Lars Edenius,train
707029,Chloris_chloris/XC707029.mp3,Chloris chloris,Lars Edenius,val
707030,Chloris_chloris/XC707030.mp3,Chloris chloris,Lars Edenius,train
707458,Chloris_chloris/XC707458.mp3,Chloris chloris,Lars Edenius,train
737672,Chloris_chloris/XC737672.mp3,Chloris chloris,Temnothorax,val
766555,Chloris_chloris/XC766555.mp3,Chloris chloris,Lars Edenius,train
772904,Chloris_chloris/XC772904.mp3,Chloris chloris,Lars Edenius,train
780470,Chloris_chloris/XC780470.mp3,Chloris chloris,Lars Edenius,train
780471,Chloris_chloris/XC780471.mp3,Chloris chloris,Lars Edenius,val
781985,Chloris_chloris/XC781985.mp3,Chloris chloris,Lars Edenius,train
782521,Chloris_chloris/XC782521.mp3,Chloris chloris,Lars Edenius,test
783622,Chloris_chloris/XC783622.mp3,Chloris chloris,Lars Edenius,train
784695,Chloris_chloris/XC784695.mp3,Chloris chloris,Lars Edenius,train
786984,Chloris_chloris/XC786984.mp3,Chloris chloris,Lars Edenius,test
788216,Chloris_chloris/XC788216.mp3,Chloris chloris,Lars Edenius,test
791040,Chloris_chloris/XC791040.mp3,Chloris chloris,Lars Edenius,train
796134,Chloris_chloris/XC796134.wav,Chloris chloris,Joost van Bruggen,train
898912,Chloris_chloris/XC898912.mp3,Chloris chloris,Nicolas Martinez,train
937275,Chloris_chloris/XC937275.mp3,Chloris chloris,Lars Edenius,val
938477,Chloris_chloris/XC938477.mp3,Chloris chloris,David Nayer,train
943154,Chloris_chloris/XC943154.mp3,Chloris chloris,Ulf Elman,train
956916,Chloris_chloris/XC956916.mp3,Chloris chloris,Jarek Matusiak,val
956917,Chloris_chloris/XC956917.mp3,Chloris chloris,Jarek Matusiak,train
979188,Chloris_chloris/XC979188.mp3,Chloris chloris,FREDERIC Lionel,val
984389,Chloris_chloris/XC984389.wav,Chloris chloris,Jordi Calvet,train
1000084,Chloris_chloris/XC1000084.mp3,Chloris chloris,Dag Österlund,train
1005317,Chloris_chloris/XC1005317.wav,Chloris chloris,Manuel Grosselet,train
1005318,Chloris_chloris/XC1005318.wav,Chloris chloris,Manuel Grosselet,test
1084666,Chloris_chloris/XC1084666.wav,Chloris chloris,Paul Kelly,train
1084757,Chloris_chloris/XC1084757.wav,Chloris chloris,Andrew Harrop,train
1085167,Chloris_chloris/XC1085167.wav,Chloris chloris,Jorge Leitão,train
1087014,Chloris_chloris/XC1087014.wav,Chloris chloris,Jorge Valella,train
1089170,Chloris_chloris/XC1089170.wav,Chloris chloris,David Darrell-Lambert,train
1089171,Chloris_chloris/XC1089171.wav,Chloris chloris,David Darrell-Lambert,train
1091122,Chloris_chloris/XC1091122.mp3,Chloris chloris,Joost van Bruggen,test
1091711,Chloris_chloris/XC1091711.mp3,Chloris chloris,Francesco Sottile,train
1092498,Chloris_chloris/XC1092498.mp3,Chloris chloris,Francesco Sottile,test
1092974,Chloris_chloris/XC1092974.wav,Chloris chloris,Paul Kelly,train
1093155,Chloris_chloris/XC1093155.wav,Chloris chloris,Jens Schöller,val
1093509,Chloris_chloris/XC1093509.wav,Chloris chloris,Andrew McCafferty,train
1093758,Chloris_chloris/XC1093758.wav,Chloris chloris,Hsishu,train
1096164,Chloris_chloris/XC1096164.mp3,Chloris chloris,Thierry THOMAS,train
1097517,Chloris_chloris/XC1097517.wav,Chloris chloris,Norman Schiwora,test
1100251,Chloris_chloris/XC1100251.wav,Chloris chloris,Kalle Nibbenhagen,train
1101816,Chloris_chloris/XC1101816.wav,Chloris chloris,Esperanza Poveda,train
1102697,Chloris_chloris/XC1102697.wav,Chloris chloris,Petter Westberg,train
1102698,Chloris_chloris/XC1102698.wav,Chloris chloris,Petter Westberg,test
1102945,Chloris_chloris/XC1102945.mp3,Chloris chloris,Francesco Sottile,train
1106586,Chloris_chloris/XC1106586.wav,Chloris chloris,João Ferreira Tomás,train
1107179,Chloris_chloris/XC1107179.wav,Chloris chloris,Nelson Conceição,train
1107554,Chloris_chloris/XC1107554.mp3,Chloris chloris,Jacobo Ramil Millarengo,train
1107774,Chloris_chloris/XC1107774.wav,Chloris chloris,David Darrell-Lambert,train
1121704,Chloris_chloris/XC1121704.wav,Chloris chloris,Petter Westberg,test
1133882,Chloris_chloris/XC1133882.wav,Chloris chloris,András Schmidt,val
1133888,Chloris_chloris/XC1133888.wav,Chloris chloris,András Schmidt,train
1136194,Chloris_chloris/XC1136194.wav,Chloris chloris,Frank Holzapfel,train
1137237,Chloris_chloris/XC1137237.mp3,Chloris chloris,Albert Lastukhin,train
1139519,Chloris_chloris/XC1139519.wav,Chloris chloris,Grzegorz Lorek,train
1140170,Chloris_chloris/XC1140170.wav,Chloris chloris,David Darrell-Lambert,train
1146579,Chloris_chloris/XC1146579.wav,Chloris chloris,Andrew Harrop,test
1146966,Chloris_chloris/XC1146966.wav,Chloris chloris,David Darrell-Lambert,val
1146967,Chloris_chloris/XC1146967.wav,Chloris chloris,David Darrell-Lambert,train
1146980,Chloris_chloris/XC1146980.wav,Chloris chloris,David Darrell-Lambert,train
1146981,Chloris_chloris/XC1146981.wav,Chloris chloris,David Darrell-Lambert,test
1149507,Chloris_chloris/XC1149507.wav,Chloris chloris,Clement Bruneau,train
1150192,Chloris_chloris/XC1150192.mp3,Chloris chloris,Louis-Marie Gourmelon,train
1152138,Chloris_chloris/XC1152138.wav,Chloris chloris,Philippe_Grange,test
1152351,Chloris_chloris/XC1152351.wav,Chloris chloris,Philippe_Grange,val
1152352,Chloris_chloris/XC1152352.wav,Chloris chloris,Philippe_Grange,train
1152770,Chloris_chloris/XC1152770.wav,Chloris chloris,Grzegorz Michalski,train
1153111,Chloris_chloris/XC1153111.wav,Chloris chloris,Arjun Dutta,test
1154488,Chloris_chloris/XC1154488.wav,Chloris chloris,David Darrell-Lambert,val
1156204,Chloris_chloris/XC1156204.wav,Chloris chloris,Adrien Peillon,train
1156205,Chloris_chloris/XC1156205.wav,Chloris chloris,Adrien Peillon,train
1156397,Chloris_chloris/XC1156397.mp3,Chloris chloris,SWIFT Olivier,train
1156398,Chloris_chloris/XC1156398.mp3,Chloris chloris,SWIFT Olivier,train
1157258,Chloris_chloris/XC1157258.wav,Chloris chloris,András Schmidt,train
1161149,Chloris_chloris/XC1161149.wav,Chloris chloris,Christian Kerihuel,test
1164335,Chloris_chloris/XC1164335.wav,Chloris chloris,Zsombor Károlyi,train
1167628,Chloris_chloris/XC1167628.wav,Chloris chloris,Stanislas Wroza,train
1167662,Chloris_chloris/XC1167662.wav,Chloris chloris,Stanislas Wroza,train
1168006,Chloris_chloris/XC1168006.wav,Chloris chloris,Stanislas Wroza,train
1168687,Chloris_chloris/XC1168687.wav,Chloris chloris,Stanislas Wroza,train
1168688,Chloris_chloris/XC1168688.wav,Chloris chloris,Stanislas Wroza,train
1168689,Chloris_chloris/XC1168689.wav,Chloris chloris,Stanislas Wroza,val
1168690,Chloris_chloris/XC1168690.wav,Chloris chloris,Stanislas Wroza,train
1168692,Chloris_chloris/XC1168692.wav,Chloris chloris,Stanislas Wroza,train
1168717,Chloris_chloris/XC1168717.wav,Chloris chloris,Stanislas Wroza,train
1169656,Chloris_chloris/XC1169656.wav,Chloris chloris,David Darrell-Lambert,train
1169659,Chloris_chloris/XC1169659.wav,Chloris chloris,David Darrell-Lambert,test
1169685,Chloris_chloris/XC1169685.wav,Chloris chloris,David Darrell-Lambert,test
45060,Corvus_corone/XC45060.mp3,Corvus corone,Matthias Feuersenger,train
54605,Corvus_corone/XC54605.mp3,Corvus corone,Matthias Feuersenger,train
72925,Corvus_corone/XC72925.mp3,Corvus corone,Volker Arnold,val
75066,Corvus_corone/XC75066.mp3,Corvus corone,Volker Arnold,val
90120,Corvus_corone/XC90120.mp3,Corvus corone,Volker Arnold,test
98401,Corvus_corone/XC98401.mp3,Corvus corone,Volker Arnold,train
112373,Corvus_corone/XC112373.mp3,Corvus corone,Matthias Feuersenger,train
121394,Corvus_corone/XC121394.mp3,Corvus corone,Buhl Johannes,test
145642,Corvus_corone/XC145642.mp3,Corvus corone,Patrik Åberg,test
154868,Corvus_corone/XC154868.mp3,Corvus corone,Arend Wassink,train
194504,Corvus_corone/XC194504.mp3,Corvus corone,Herman van der Meer,train
281724,Corvus_corone/XC281724.mp3,Corvus corone,Peter Boesman,train
281728,Corvus_corone/XC281728.mp3,Corvus corone,Peter Boesman,val
376885,Corvus_corone/XC376885.mp3,Corvus corone,Stanislas Wroza,train
381265,Corvus_corone/XC381265.mp3,Corvus corone,Timo Schnabel,train
387923,Corvus_corone/XC387923.mp3,Corvus corone,Joost van Bruggen,train
412443,Corvus_corone/XC412443.mp3,Corvus corone,Marc Anderson,train
448435,Corvus_corone/XC448435.mp3,Corvus corone,Vincent Pourchaire,train
470441,Corvus_corone/XC470441.mp3,Corvus corone,Jérémy Simar,train
483801,Corvus_corone/XC483801.mp3,Corvus corone,Marie-Lan Taÿ Pamart,val
483804,Corvus_corone/XC483804.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
484366,Corvus_corone/XC484366.mp3,Corvus corone,Marie-Lan Taÿ Pamart,val
484371,Corvus_corone/XC484371.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
484782,Corvus_corone/XC484782.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
486520,Corvus_corone/XC486520.mp3,Corvus corone,Stanislas Wroza,train
507919,Corvus_corone/XC507919.mp3,Corvus corone,Marie-Lan Taÿ Pamart,test
509838,Corvus_corone/XC509838.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
509842,Corvus_corone/XC509842.mp3,Corvus corone,Marie-Lan Taÿ Pamart,val
511133,Corvus_corone/XC511133.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
511942,Corvus_corone/XC511942.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
511943,Corvus_corone/XC511943.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
511944,Corvus_corone/XC511944.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
516262,Corvus_corone/XC516262.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
518443,Corvus_corone/XC518443.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
519538,Corvus_corone/XC519538.mp3,Corvus corone,Marie-Lan Taÿ Pamart,test
522807,Corvus_corone/XC522807.mp3,Corvus corone,Sean Ronayne,test
522851,Corvus_corone/XC522851.mp3,Corvus corone,Sean Ronayne,train
522852,Corvus_corone/XC522852.mp3,Corvus corone,Sean Ronayne,train
530807,Corvus_corone/XC530807.mp3,Corvus corone,Jarek Matusiak,train
533768,Corvus_corone/XC533768.mp3,Corvus corone,Marie-Lan Taÿ Pamart,train
535715,Corvus_corone/XC535715.mp3,Corvus corone,Jarek Matusiak,train
592284,Corvus_corone/XC592284.mp3,Corvus corone,Olivier SWIFT,val
592894,Corvus_corone/XC592894.mp3,Corvus corone,Jack Berteau,train
596508,Corvus_corone/XC596508.mp3,Corvus corone,Simon Elliott,train
596512,Corvus_corone/XC596512.mp3,Corvus corone,Simon Elliott,train
596514,Corvus_corone/XC596514.mp3,Corvus corone,Simon Elliott,val
624228,Corvus_corone/XC624228.mp3,Corvus corone,Andreas Basch,train
627714,Corvus_corone/XC627714.mp3,Corvus corone,Niels Van Doninck,train
630306,Corvus_corone/XC630306.mp3,Corvus corone,Susanne Kuijpers,val
633249,Corvus_corone/XC633249.mp3,Corvus corone,Stanislas Wroza,train
635134,Corvus_corone/XC635134.mp3,Corvus corone,Susanne Kuijpers,val
656245,Corvus_corone/XC656245.mp3,Corvus corone,Bernard Collet,train
660973,Corvus_corone/XC660973.mp3,Corvus corone,Cedric Mroczko,test
670702,Corvus_corone/XC670702.mp3,Corvus corone,Manceau Lionel,test
678776,Corvus_corone/XC678776.mp3,Corvus corone,Ruud,train
741985,Corvus_corone/XC741985.mp3,Corvus corone,guus van duin,train
783785,Corvus_corone/XC783785.mp3,Corvus corone,Bernard Collet,val
807972,Corvus_corone/XC807972.wav,Corvus corone,Martin Billard,val
838953,Corvus_corone/XC838953.wav,Corvus corone,Claudia Wascher,train
838954,Corvus_corone/XC838954.wav,Corvus corone,Claudia Wascher,test
845011,Corvus_corone/XC845011.mp3,Corvus corone,Jorge Leitão,val
856556,Corvus_corone/XC856556.wav,Corvus corone,Martin Billard,train
858015,Corvus_corone/XC858015.wav,Corvus corone,Joshua Chong,test
879586,Corvus_corone/XC879586.mp3,Corvus corone,Susanne Kuijpers,train
943486,Corvus_corone/XC943486.mp3,Corvus corone,Laurens,train
955526,Corvus_corone/XC955526.wav,Corvus corone,João Tomás,train
1006239,Corvus_corone/XC1006239.mp3,Corvus corone,Susanne Kuijpers,train
1039715,Corvus_corone/XC1039715.wav,Corvus corone,Johannes Worona,test
1051719,Corvus_corone/XC1051719.wav,Corvus corone,Johannes Worona,val
1052203,Corvus_corone/XC1052203.wav,Corvus corone,WINDELS Martin,train
1052647,Corvus_corone/XC1052647.wav,Corvus corone,David Bissett,train
1052801,Corvus_corone/XC1052801.wav,Corvus corone,Johannes Worona,train
1052822,Corvus_corone/XC1052822.wav,Corvus corone,Alain Malengreau,train
1053150,Corvus_corone/XC1053150.wav,Corvus corone,Johannes Worona,train
1055475,Corvus_corone/XC1055475.wav,Corvus corone,Stanislas Wroza,train
1059609,Corvus_corone/XC1059609.wav,Corvus corone,Shuangqi Liu,val
1064350,Corvus_corone/XC1064350.wav,Corvus corone,Denis Dujardin,train
1065082,Corvus_corone/XC1065082.mp3,Corvus corone,Paul Driver,train
1065964,Corvus_corone/XC1065964.wav,Corvus corone,Laura Martin,val
1068605,Corvus_corone/XC1068605.wav,Corvus corone,David Darrell-Lambert,test
1070638,Corvus_corone/XC1070638.mp3,Corvus corone,Bram Piot,train
1075465,Corvus_corone/XC1075465.mp3,Corvus corone,Daniel Goris,train
1078370,Corvus_corone/XC1078370.wav,Corvus corone,Morgan Demus,train
1078561,Corvus_corone/XC1078561.wav,Corvus corone,David Darrell-Lambert,train
1078795,Corvus_corone/XC1078795.wav,Corvus corone,Mark Plummer,train
1079008,Corvus_corone/XC1079008.mp3,Corvus corone,Olivier SWIFT,test
1079009,Corvus_corone/XC1079009.mp3,Corvus corone,Olivier SWIFT,train
1079010,Corvus_corone/XC1079010.mp3,Corvus corone,Olivier SWIFT,train
1079011,Corvus_corone/XC1079011.mp3,Corvus corone,Olivier SWIFT,train
1084624,Corvus_corone/XC1084624.wav,Corvus corone,Johannes Worona,test
1084894,Corvus_corone/XC1084894.wav,Corvus corone,David Darrell-Lambert,train
1085944,Corvus_corone/XC1085944.mp3,Corvus corone,Jacobo Ramil Millarengo,test
1086838,Corvus_corone/XC1086838.wav,Corvus corone,David Darrell-Lambert,train
1089322,Corvus_corone/XC1089322.mp3,Corvus corone,Olivier SWIFT,train
1091058,Corvus_corone/XC1091058.wav,Corvus corone,Stef van Zimmeren,test
1092085,Corvus_corone/XC1092085.mp3,Corvus corone,Raphaël Bussière,train
1092086,Corvus_corone/XC1092086.mp3,Corvus corone,Raphaël Bussière,train
1092087,Corvus_corone/XC1092087.mp3,Corvus corone,Raphaël Bussière,val
1092088,Corvus_corone/XC1092088.mp3,Corvus corone,Raphaël Bussière,train
1092089,Corvus_corone/XC1092089.mp3,Corvus corone,Raphaël Bussière,train
1092090,Corvus_corone/XC1092090.mp3,Corvus corone,Raphaël Bussière,train
1092092,Corvus_corone/XC1092092.mp3,Corvus corone,Raphaël Bussière,train
1092093,Corvus_corone/XC1092093.mp3,Corvus corone,Raphaël Bussière,test
1092094,Corvus_corone/XC1092094.mp3,Corvus corone,Raphaël Bussière,train
1092096,Corvus_corone/XC1092096.mp3,Corvus corone,Raphaël Bussière,train
1092097,Corvus_corone/XC1092097.mp3,Corvus corone,Raphaël Bussière,train
1097529,Corvus_corone/XC1097529.wav,Corvus corone,Norman Schiwora,train
1097609,Corvus_corone/XC1097609.wav,Corvus corone,Norman Schiwora,test
1101997,Corvus_corone/XC1101997.mp3,Corvus corone,Kayleigh Lubin,train
1103274,Corvus_corone/XC1103274.wav,Corvus corone,Johannes Worona,train
1120174,Corvus_corone/XC1120174.wav,Corvus corone,David Darrell-Lambert,train
1136077,Corvus_corone/XC1136077.wav,Corvus corone,Jens Schöller,train
1137434,Corvus_corone/XC1137434.mp3,Corvus corone,Ding Li Yong,train
1139346,Corvus_corone/XC1139346.wav,Corvus corone,Clement Bruneau,train
1141920,Corvus_corone/XC1141920.wav,Corvus corone,András Schmidt,train
1148291,Corvus_corone/XC1148291.wav,Corvus corone,Johannes Worona,train
1148376,Corvus_corone/XC1148376.wav,Corvus corone,Johannes Worona,train
1148606,Corvus_corone/XC1148606.wav,Corvus corone,Walter Wallner,val
1148642,Corvus_corone/XC1148642.wav,Corvus corone,Walter Wallner,train
1149139,Corvus_corone/XC1149139.wav,Corvus corone,Johannes Worona,val
1149143,Corvus_corone/XC1149143.wav,Corvus corone,Johannes Worona,test
1151372,Corvus_corone/XC1151372.mp3,Corvus corone,Olivier SWIFT,train
1151416,Corvus_corone/XC1151416.mp3,Corvus corone,Olivier SWIFT,train
1151417,Corvus_corone/XC1151417.mp3,Corvus corone,Olivier SWIFT,train
1151418,Corvus_corone/XC1151418.mp3,Corvus corone,Olivier SWIFT,train
1151519,Corvus_corone/XC1151519.wav,Corvus corone,Johannes Worona,train
1151696,Corvus_corone/XC1151696.mp3,Corvus corone,Tiziano Beretti,train
1152668,Corvus_corone/XC1152668.mp3,Corvus corone,Olivier SWIFT,val
1153053,Corvus_corone/XC1153053.wav,Corvus corone,Arjun Dutta,train
1153369,Corvus_corone/XC1153369.wav,Corvus corone,Manuel Grosselet,train
1155254,Corvus_corone/XC1155254.wav,Corvus corone,Johannes Worona,train
1157468,Corvus_corone/XC1157468.mp3,Corvus corone,Olivier SWIFT,test
1158075,Corvus_corone/XC1158075.wav,Corvus corone,Johannes Dag Mayer,val
1158077,Corvus_corone/XC1158077.wav,Corvus corone,Johannes Dag Mayer,train
1158078,Corvus_corone/XC1158078.wav,Corvus corone,Johannes Dag Mayer,train
1162480,Corvus_corone/XC1162480.mp3,Corvus corone,Sidney Martin,train
1165292,Corvus_corone/XC1165292.wav,Corvus corone,Johannes Worona,train
1166643,Corvus_corone/XC1166643.wav,Corvus corone,Morgan Demus,test
1166953,Corvus_corone/XC1166953.wav,Corvus corone,Johannes Worona,train
1166975,Corvus_corone/XC1166975.wav,Corvus corone,Johannes Worona,train
1166979,Corvus_corone/XC1166979.wav,Corvus corone,Johannes Worona,train
1166984,Corvus_corone/XC1166984.wav,Corvus corone,Johannes Worona,train
1167006,Corvus_corone/XC1167006.wav,Corvus corone,Johannes Worona,train
1167025,Corvus_corone/XC1167025.wav,Corvus corone,Johannes Worona,train
1174168,Corvus_corone/XC1174168.wav,Corvus corone,Frank van der Wielen,test
1176453,Corvus_corone/XC1176453.wav,Corvus corone,Philippe Grange,train
1176589,Corvus_corone/XC1176589.wav,Corvus corone,Philippe Grange,val
1176590,Corvus_corone/XC1176590.wav,Corvus corone,Philippe Grange,train
1176591,Corvus_corone/XC1176591.mp3,Corvus corone,Paul Gosling,test
1177648,Corvus_corone/XC1177648.wav,Corvus corone,Gil Lissens,train
253695,Cyanistes_caeruleus/XC253695.mp3,Cyanistes caeruleus,david m,test
281625,Cyanistes_caeruleus/XC281625.mp3,Cyanistes caeruleus,Peter Boesman,train
281626,Cyanistes_caeruleus/XC281626.mp3,Cyanistes caeruleus,Peter Boesman,val
281629,Cyanistes_caeruleus/XC281629.mp3,Cyanistes caeruleus,Peter Boesman,train
281631,Cyanistes_caeruleus/XC281631.mp3,Cyanistes caeruleus,Peter Boesman,train
281633,Cyanistes_caeruleus/XC281633.mp3,Cyanistes caeruleus,Peter Boesman,val
281634,Cyanistes_caeruleus/XC281634.mp3,Cyanistes caeruleus,Peter Boesman,train
298728,Cyanistes_caeruleus/XC298728.mp3,Cyanistes caeruleus,Manuel Grosselet,train
301970,Cyanistes_caeruleus/XC301970.mp3,Cyanistes caeruleus,Timo Schnabel,train
301975,Cyanistes_caeruleus/XC301975.mp3,Cyanistes caeruleus,Timo Schnabel,train
367096,Cyanistes_caeruleus/XC367096.mp3,Cyanistes caeruleus,Timo Schnabel,train
371489,Cyanistes_caeruleus/XC371489.mp3,Cyanistes caeruleus,Mikael Litsgård,train
372986,Cyanistes_caeruleus/XC372986.mp3,Cyanistes caeruleus,Timo Schnabel,train
372988,Cyanistes_caeruleus/XC372988.mp3,Cyanistes caeruleus,Timo Schnabel,train
383537,Cyanistes_caeruleus/XC383537.mp3,Cyanistes caeruleus,Timo Schnabel,train
384300,Cyanistes_caeruleus/XC384300.mp3,Cyanistes caeruleus,Timo Schnabel,val
384541,Cyanistes_caeruleus/XC384541.mp3,Cyanistes caeruleus,Timo Schnabel,val
384565,Cyanistes_caeruleus/XC384565.mp3,Cyanistes caeruleus,Timo Schnabel,test
384601,Cyanistes_caeruleus/XC384601.mp3,Cyanistes caeruleus,Timo Schnabel,train
384605,Cyanistes_caeruleus/XC384605.mp3,Cyanistes caeruleus,Timo Schnabel,train
394169,Cyanistes_caeruleus/XC394169.mp3,Cyanistes caeruleus,Marco Dragonetti,train
394174,Cyanistes_caeruleus/XC394174.mp3,Cyanistes caeruleus,Marco Dragonetti,train
394177,Cyanistes_caeruleus/XC394177.mp3,Cyanistes caeruleus,Marco Dragonetti,train
401228,Cyanistes_caeruleus/XC401228.mp3,Cyanistes caeruleus,Peter Boesman,test
402058,Cyanistes_caeruleus/XC402058.mp3,Cyanistes caeruleus,Peter Boesman,train
405168,Cyanistes_caeruleus/XC405168.mp3,Cyanistes caeruleus,Jarek Matusiak,train
405169,Cyanistes_caeruleus/XC405169.mp3,Cyanistes caeruleus,Jarek Matusiak,train
409112,Cyanistes_caeruleus/XC409112.mp3,Cyanistes caeruleus,Jordi Calvet,train
409282,Cyanistes_caeruleus/XC409282.mp3,Cyanistes caeruleus,Marc Anderson,test
409283,Cyanistes_caeruleus/XC409283.mp3,Cyanistes caeruleus,Marc Anderson,val
425875,Cyanistes_caeruleus/XC425875.mp3,Cyanistes caeruleus,Terje Kolaas,test
448137,Cyanistes_caeruleus/XC448137.mp3,Cyanistes caeruleus,Patrik Åberg,train
448138,Cyanistes_caeruleus/XC448138.mp3,Cyanistes caeruleus,Patrik Åberg,train
448139,Cyanistes_caeruleus/XC448139.mp3,Cyanistes caeruleus,Patrik Åberg,train
448480,Cyanistes_caeruleus/XC448480.mp3,Cyanistes caeruleus,Jarek Matusiak,val
448696,Cyanistes_caeruleus/XC448696.mp3,Cyanistes caeruleus,Patrik Åberg,train
465515,Cyanistes_caeruleus/XC465515.mp3,Cyanistes caeruleus,Lars Edenius,train
466233,Cyanistes_caeruleus/XC466233.mp3,Cyanistes caeruleus,Michał Jezierski,train
467953,Cyanistes_caeruleus/XC467953.mp3,Cyanistes caeruleus,Olivier SWIFT,val
471867,Cyanistes_caeruleus/XC471867.mp3,Cyanistes caeruleus,Stanislas Wroza,test
512535,Cyanistes_caeruleus/XC512535.mp3,Cyanistes caeruleus,Lars Edenius,train
522390,Cyanistes_caeruleus/XC522390.mp3,Cyanistes caeruleus,Bodo Sonnenburg,train
522391,Cyanistes_caeruleus/XC522391.mp3,Cyanistes caeruleus,Bodo Sonnenburg,train
524574,Cyanistes_caeruleus/XC524574.mp3,Cyanistes caeruleus,Sean Ronayne,train
525916,Cyanistes_caeruleus/XC525916.mp3,Cyanistes caeruleus,Markus Jacobs,test
530815,Cyanistes_caeruleus/XC530815.mp3,Cyanistes caeruleus,Jarek Matusiak,val
530818,Cyanistes_caeruleus/XC530818.mp3,Cyanistes caeruleus,Jarek Matusiak,test
531727,Cyanistes_caeruleus/XC531727.mp3,Cyanistes caeruleus,Lars Edenius,val
532003,Cyanistes_caeruleus/XC532003.mp3,Cyanistes caeruleus,Lars Edenius,val
